user_id,item_id,playing_time_ms,duration_ms
0,56,1605,22900
0,6,1704,7600
0,0,863,30066
0,44,1542,169433
0,5,1105,55533
0,24,1065,46000
0,4,1419,169500
0,39,1156,104916
0,27,1416,10388
0,17,750,38200
0,50,1065,32150
0,9,2142,37616
0,15,1486,94933
0,13,1513,87366
0,11,1148,172000
0,2,1528,25266
0,12,986,31103
0,40,1623,91840
0,26,832,36733
0,51,179,84366
0,57,1079,201440
0,28,994,14733
0,53,1108,16033
0,43,1412,26840
0,16,947,41000
0,34,1024,118993
0,48,986,123333
0,33,798,82700
0,30,1146,206933
0,37,450,110800
0,8,1287,150233
0,18,1533,134734
0,31,1098,87400
0,10,1162,40633
0,54,927,15033
0,19,2104,13933
0,21,1050,149933
0,29,1163,111233
0,41,753,17633
0,14,1120,19866
0,1,1190,132433
0,36,609,83133
1,76,3895,87083
1,62,1845,39280
1,65,66449,61166
1,61,2345,14800
1,75,3806,11666
1,69,24792,96466
1,72,1927,29000
1,78,1429,85733
1,74,2461,111716
1,66,6129,20500
1,71,1840,166850
1,67,2496,24650
1,68,1809,123866
1,70,16920,15250
1,79,1530,136766
2,118,2298,27433
2,88,1190,125040
2,125,9627,88000
2,127,2021,303916
2,87,32192,35016
2,124,3355,41041
2,109,25540,234100
2,115,1223,7900
2,121,7252,231916
2,99,6045,66966
2,113,3781,29560
2,108,1290,120533
2,97,1474,30208
2,95,73829,155300
2,93,47796,40766
2,84,146853,326466
2,94,41808,116933
2,116,1638,127400
2,122,28262,27900
2,112,18141,14700
2,98,2453,84334
2,120,2111,18800
2,110,1831,404550
2,106,3360,18400
2,90,3540,117100
2,100,27732,100450
2,91,1554,11066
2,86,43207,35600
2,92,4889,201166
2,82,5809,7916
2,101,3344,253366
2,103,3239,146433
3,187,1679,70483
3,183,2509,253416
3,171,1284,57433
3,195,1210,12500
3,133,9614,66133
3,136,2400,71421
3,166,1250,73500
3,175,8192,10433
3,193,1268,7500
3,204,3158,111960
3,182,39659,119983
3,134,1560,312766
3,199,4918,50550
3,197,1213,10200
3,129,14313,35140
3,162,1890,150360
3,153,9135,9700
3,154,14904,54933
3,203,1651,471320
3,144,36854,173240
3,155,1932,88788
3,146,2618,166333
3,156,1445,253533
3,172,1697,243116
3,173,5244,8366
3,176,2482,223866
3,167,1207,71840
3,159,1358,227533
3,142,18236,14100
3,169,2664,120960
3,201,1239,145783
3,198,3690,168833
3,135,2912,82600
3,177,3941,182040
3,163,3464,15660
3,202,1496,75533
3,138,2361,191633
3,191,1354,11300
3,140,7191,67375
3,131,2271,190166
3,141,1092,88033
3,194,1561,29280
3,179,1701,19166
3,157,8561,169800
3,181,1344,114933
3,178,3868,198666
3,145,2772,431666
3,196,3419,421400
3,192,1519,30560
3,180,1204,70233
3,189,1195,73966
3,137,2061,176800
3,147,6768,13816
4,248,2736,19866
4,211,4767,68333
4,205,1925,250700
4,253,12550,132566
4,210,3795,660766
4,229,1211,22800
4,235,2129,128533
4,242,2024,80933
4,259,3067,164150
4,222,2384,97850
4,239,1691,115720
4,246,2136,13266
4,220,955,118250
4,218,1222,139440
4,216,956,250366
4,207,1758,63000
4,217,1452,106160
4,245,1862,100500
4,260,5130,141133
4,231,935,89366
4,256,1955,22720
4,238,1371,25183
4,221,2081,22566
4,233,994,219700
4,251,1431,65233
4,236,3656,298166
4,232,1561,18950
4,213,1122,77600
4,223,1588,68366
4,214,1178,17866
4,209,249,162700
4,215,1438,113300
4,257,2815,31500
