user_id,item_id,playing_time_ms,duration_ms
0,1,1190,132433
0,17,750,38200
0,47,762,73016
0,29,1163,111233
0,25,1324,140720
0,8,1287,150233
0,57,1079,201440
0,43,1412,26840
0,13,1513,87366
0,44,1542,169433
0,16,947,41000
0,41,753,17633
0,51,179,84366
0,18,1533,134734
0,42,724,146200
0,49,774,310000
0,10,1162,40633
0,55,690,213433
0,24,1065,46000
0,58,686,65382
0,12,986,31103
0,34,1024,118993
0,23,1100,248800
0,40,1623,91840
0,3,1490,12000
0,9,2142,37616
0,15,1486,94933
0,46,1148,215200
0,19,2104,13933
0,36,609,83133
0,39,1156,104916
0,54,927,15033
0,0,863,30066
0,21,1050,149933
0,59,1014,123350
0,20,1075,156120
0,50,1065,32150
0,38,1241,113933
0,26,832,36733
0,27,1416,10388
0,28,994,14733
0,35,910,68880
1,77,4127,33533
1,80,2771,185560
1,79,1530,136766
1,70,16920,15250
1,69,24792,96466
1,68,1809,123866
1,63,1471,79350
1,72,1927,29000
1,81,1857,31206
1,67,2496,24650
1,62,1845,39280
1,74,2461,111716
1,78,1429,85733
1,75,3806,11666
1,65,66449,61166
2,116,1638,127400
2,83,4617,105062
2,126,4068,36133
2,122,28262,27900
2,90,3540,117100
2,100,27732,100450
2,98,2453,84334
2,106,3360,18400
2,101,3344,253366
2,105,3024,24600
2,94,41808,116933
2,120,2111,18800
2,95,73829,155300
2,117,2214,38633
2,107,1666,156966
2,128,2072,163966
2,97,1474,30208
2,118,2298,27433
2,111,689,89320
2,82,5809,7916
2,91,1554,11066
2,92,4889,201166
2,103,3239,146433
2,99,6045,66966
2,127,2021,303916
2,102,5914,9142
2,121,7252,231916
2,125,9627,88000
2,108,1290,120533
2,109,25540,234100
2,110,1831,404550
2,85,4185,121400
3,175,8192,10433
3,146,2618,166333
3,192,1519,30560
3,191,1354,11300
3,145,2772,431666
3,187,1679,70483
3,168,3177,177920
3,137,2061,176800
3,154,14904,54933
3,147,6768,13816
3,184,2743,221733
3,181,1344,114933
3,173,5244,8366
3,198,3690,168833
3,189,1195,73966
3,197,1213,10200
3,152,42257,178966
3,138,2361,191633
3,130,2795,10800
3,188,5375,9862
3,183,2509,253416
3,174,9365,14366
3,190,2207,240050
3,165,2878,192280
3,166,1250,73500
3,163,3464,15660
3,201,1239,145783
3,202,1496,75533
3,142,18236,14100
3,143,2458,115333
3,156,1445,253533
3,153,9135,9700
3,157,8561,169800
3,136,2400,71421
3,204,3158,111960
3,167,1207,71840
3,203,1651,471320
3,179,1701,19166
3,180,1204,70233
3,169,2664,120960
3,158,1987,17200
3,185,2070,82050
3,139,1585,119666
3,176,2482,223866
3,132,1547,173633
3,161,1842,238966
3,141,1092,88033
3,182,39659,119983
3,194,1561,29280
3,195,1210,12500
3,186,2021,16466
3,159,1358,227533
3,144,36854,173240
4,251,1431,65233
4,206,5685,161480
4,244,1340,13066
4,245,1862,100500
4,213,1122,77600
4,252,1537,89633
4,246,2136,13266
4,260,5130,141133
4,247,1072,81633
4,218,1222,139440
4,261,3316,356080
4,228,967,140466
4,221,2081,22566
4,234,1315,218433
4,223,1588,68366
4,257,2815,31500
4,254,1197,6766
