user_id,item_id,playing_time_ms,duration_ms
0,54,927,15033
0,59,1014,123350
0,0,863,30066
0,56,1605,22900
0,14,1120,19866
0,26,832,36733
0,29,1163,111233
0,22,1114,382566
0,45,928,6966
0,39,1156,104916
0,12,986,31103
0,4,1419,169500
0,1,1190,132433
0,15,1486,94933
0,47,762,73016
0,31,1098,87400
0,19,2104,13933
0,51,179,84366
0,8,1287,150233
0,44,1542,169433
0,34,1024,118993
0,17,750,38200
0,53,1108,16033
0,2,1528,25266
0,42,724,146200
0,7,1409,16966
0,23,1100,248800
0,3,1490,12000
0,11,1148,172000
0,18,1533,134734
0,48,986,123333
0,55,690,213433
0,40,1623,91840
0,43,1412,26840
0,24,1065,46000
0,13,1513,87366
0,33,798,82700
0,25,1324,140720
0,6,1704,7600
0,10,1162,40633
0,49,774,310000
0,38,1241,113933
1,80,2771,185560
1,77,4127,33533
1,61,2345,14800
1,73,1672,143866
1,68,1809,123866
1,67,2496,24650
1,62,1845,39280
1,74,2461,111716
1,66,6129,20500
1,63,1471,79350
1,71,1840,166850
1,64,3481,7450
1,72,1927,29000
1,75,3806,11666
1,70,16920,15250
2,86,43207,35600
2,127,2021,303916
2,126,4068,36133
2,97,1474,30208
2,82,5809,7916
2,99,6045,66966
2,111,689,89320
2,113,3781,29560
2,101,3344,253366
2,84,146853,326466
2,105,3024,24600
2,120,2111,18800
2,123,5949,36566
2,108,1290,120533
2,96,3936,240533
2,94,41808,116933
2,85,4185,121400
2,93,47796,40766
2,100,27732,100450
2,125,9627,88000
2,116,1638,127400
2,115,1223,7900
2,104,88100,90533
2,90,3540,117100
2,106,3360,18400
2,124,3355,41041
2,89,1867,15033
2,117,2214,38633
2,95,73829,155300
2,83,4617,105062
2,107,1666,156966
2,88,1190,125040
3,184,2743,221733
3,161,1842,238966
3,144,36854,173240
3,174,9365,14366
3,194,1561,29280
3,141,1092,88033
3,204,3158,111960
3,187,1679,70483
3,173,5244,8366
3,133,9614,66133
3,158,1987,17200
3,148,2718,141160
3,178,3868,198666
3,185,2070,82050
3,129,14313,35140
3,143,2458,115333
3,201,1239,145783
3,200,6693,47640
3,155,1932,88788
3,138,2361,191633
3,191,1354,11300
3,179,1701,19166
3,131,2271,190166
3,151,1480,283766
3,197,1213,10200
3,176,2482,223866
3,130,2795,10800
3,149,1093,60250
3,193,1268,7500
3,160,2133,89172
3,170,1704,115833
3,175,8192,10433
3,180,1204,70233
3,137,2061,176800
3,182,39659,119983
3,146,2618,166333
3,196,3419,421400
3,163,3464,15660
3,192,1519,30560
3,172,1697,243116
3,136,2400,71421
3,152,42257,178966
3,159,1358,227533
3,132,1547,173633
3,140,7191,67375
3,147,6768,13816
3,134,1560,312766
3,190,2207,240050
3,183,2509,253416
3,169,2664,120960
3,153,9135,9700
3,177,3941,182040
3,168,3177,177920
4,205,1925,250700
4,219,1382,14500
4,244,1340,13066
4,257,2815,31500
4,252,1537,89633
4,231,935,89366
4,260,5130,141133
