user_id,item_id,playing_time_ms,duration_ms
0,24,1065,46000
0,1,1190,132433
0,14,1120,19866
0,9,2142,37616
0,8,1287,150233
0,53,1108,16033
0,11,1148,172000
0,3,1490,12000
0,7,1409,16966
0,56,1605,22900
0,23,1100,248800
0,20,1075,156120
0,46,1148,215200
0,38,1241,113933
0,33,798,82700
0,19,2104,13933
0,35,910,68880
0,26,832,36733
0,12,986,31103
0,5,1105,55533
0,54,927,15033
0,40,1623,91840
0,45,928,6966
0,50,1065,32150
0,57,1079,201440
0,10,1162,40633
0,13,1513,87366
0,43,1412,26840
0,32,821,8833
0,42,724,146200
0,47,762,73016
0,37,450,110800
0,41,753,17633
0,25,1324,140720
0,21,1050,149933
0,36,609,83133
0,18,1533,134734
0,2,1528,25266
0,30,1146,206933
0,15,1486,94933
0,39,1156,104916
0,49,774,310000
1,61,2345,14800
1,69,24792,96466
1,65,66449,61166
1,67,2496,24650
1,68,1809,123866
1,73,1672,143866
1,78,1429,85733
1,63,1471,79350
1,71,1840,166850
1,70,16920,15250
1,74,2461,111716
1,80,2771,185560
1,72,1927,29000
1,62,1845,39280
1,75,3806,11666
2,126,4068,36133
2,85,4185,121400
2,83,4617,105062
2,96,3936,240533
2,115,1223,7900
2,112,18141,14700
2,91,1554,11066
2,93,47796,40766
2,105,3024,24600
2,127,2021,303916
2,119,2079,197200
2,101,3344,253366
2,94,41808,116933
2,87,32192,35016
2,124,3355,41041
2,114,1690,78766
2,117,2214,38633
2,121,7252,231916
2,95,73829,155300
2,102,5914,9142
2,118,2298,27433
2,106,3360,18400
2,92,4889,201166
2,107,1666,156966
2,103,3239,146433
2,100,27732,100450
2,84,146853,326466
2,97,1474,30208
2,90,3540,117100
2,108,1290,120533
2,89,1867,15033
2,120,2111,18800
3,139,1585,119666
3,188,5375,9862
3,165,2878,192280
3,137,2061,176800
3,146,2618,166333
3,134,1560,312766
3,162,1890,150360
3,179,1701,19166
3,143,2458,115333
3,167,1207,71840
3,149,1093,60250
3,138,2361,191633
3,170,1704,115833
3,148,2718,141160
3,130,2795,10800
3,195,1210,12500
3,161,1842,238966
3,152,42257,178966
3,189,1195,73966
3,140,7191,67375
3,176,2482,223866
3,153,9135,9700
3,204,3158,111960
3,186,2021,16466
3,132,1547,173633
3,136,2400,71421
3,133,9614,66133
3,194,1561,29280
3,164,3423,37766
3,183,2509,253416
3,202,1496,75533
3,185,2070,82050
3,190,2207,240050
3,155,1932,88788
3,173,5244,8366
3,141,1092,88033
3,172,1697,243116
3,151,1480,283766
3,142,18236,14100
3,166,1250,73500
3,145,2772,431666
3,196,3419,421400
3,203,1651,471320
3,178,3868,198666
3,181,1344,114933
3,174,9365,14366
3,200,6693,47640
3,192,1519,30560
3,198,3690,168833
3,191,1354,11300
3,154,14904,54933
3,150,15452,6933
3,171,1284,57433
4,229,1211,22800
4,206,5685,161480
4,219,1382,14500
4,214,1178,17866
4,213,1122,77600
4,261,3316,356080
4,216,956,250366
4,208,1056,33933
4,212,53,225800
4,259,3067,164150
4,228,967,140466
4,225,1863,297550
4,246,2136,13266
4,250,1334,37266
4,237,1557,157360
4,224,2110,7966
4,257,2815,31500
4,231,935,89366
4,217,1452,106160
4,210,3795,660766
4,251,1431,65233
4,243,1740,179450
4,248,2736,19866
4,238,1371,25183
4,260,5130,141133
4,215,1438,113300
4,218,1222,139440
4,242,2024,80933
4,245,1862,100500
4,247,1072,81633
4,241,1473,145466
4,244,1340,13066
4,230,1263,88640
4,226,1283,134920
4,240,1461,102802
4,223,1588,68366
4,207,1758,63000
4,235,2129,128533
4,220,955,118250
4,252,1537,89633
5,391,2558,189166
5,353,1921,20480
5,340,3268,117066
5,365,6744,182466
5,389,9229,17040
5,302,1361,380080
5,370,1357,41600
5,292,1451,86720
5,294,3738,59320
5,342,2393,494777
5,330,1769,57500
5,380,1903,10600
5,361,1864,71300
5,392,2424,11040
5,329,1598,21100
5,274,1813,8733
5,337,6104,39960
5,300,1557,315699
5,282,1279,118541
5,283,1435,94866
5,267,1403,118850
5,403,1376,209300
5,344,4152,48865
5,402,3889,150550
5,387,4476,324200
5,299,2724,184920
5,381,1528,13066
5,374,3698,154166
5,271,1915,15266
5,383,1368,97966
5,332,4523,80033
5,297,5984,80840
5,359,1409,232800
5,323,4096,154988
5,356,1831,30500
5,335,4313,28633
5,355,2734,46333
5,366,864,87440
5,404,5431,29100
5,331,2860,251633
5,375,1746,48066
5,363,4139,26333
5,268,1681,14560
5,301,3261,150120
5,379,1237,18700
5,305,1360,23033
5,333,1422,50350
5,287,1558,20333
5,309,1801,164798
5,273,1657,86466
5,357,14639,114400
5,54,1431,15033
5,314,3033,226500
5,272,929,17950
5,317,2055,145480
5,348,4132,137500
5,393,5379,179600
5,324,2528,157040
5,372,3968,176900
5,338,1588,89833
5,373,12829,78111
5,395,1517,127383
5,339,10063,78833
5,394,1268,34066
5,280,1421,123900
5,401,2007,61600
5,347,1594,304466
5,358,50033,173800
5,346,1013,115233
5,349,3870,178880
5,396,3427,211100
5,382,1801,16923
5,328,2316,89566
5,316,2885,152560
5,320,2493,66433
5,360,5669,10800
5,336,273,115266
5,354,1375,13933
5,371,2596,24833
5,334,2070,13813
5,326,8996,68233
5,350,2404,15333
5,313,1511,29533
5,286,13914,39506
5,264,1033,134833
5,343,1596,91100
5,318,1373,16541
5,277,1708,76033
5,304,19271,19300
5,377,1267,147566
5,362,3787,30300
5,293,1406,138140
5,278,1171,66900
5,367,1829,42116
5,266,970,28133
5,327,2776,23324
5,400,1756,81333
5,311,4703,237333
5,296,1237,68866
5,270,6637,256366
5,376,5574,82080
6,427,1479,117466
6,406,3262,173633
6,417,4565,108808
6,412,1404,100166
6,411,1734,186066
6,459,1613,128666
6,414,3735,117400
6,201,1343,145783
6,410,1312,57560
6,457,5043,156066
6,426,951,9642
6,423,1951,109200
6,444,3772,12100
6,448,1322,89400
6,435,1227,179116
6,422,2447,24266
6,455,7275,100400
6,429,366,83583
6,415,2033,72133
6,408,1102,61277
6,449,13342,29466
6,441,1275,214033
6,446,4557,54000
6,436,1082,129680
6,458,3656,14266
6,413,3025,86480
6,416,7918,7400
6,440,1934,7807
6,443,1696,120360
6,445,1444,156350
6,439,1792,102333
6,442,1749,26033
6,428,1502,27866
6,424,1579,8333
6,438,5585,156133
6,421,3986,32344
6,407,1652,29366
6,433,1706,31400
6,418,1109,82366
6,450,1185,64333
7,466,740,16683
7,471,959,22783
7,472,1009,111900
7,468,26207,67650
7,470,830,244920
7,463,1886,59333
7,467,820,55366
7,469,1577,87333
7,473,2940,79400
8,504,3006,137900
8,477,3945,188350
8,502,3399,161800
8,483,3145,157700
8,507,1546,146920
8,515,2763,67766
8,498,1247,19883
8,514,8554,76366
8,485,2712,64450
8,512,1668,107833
8,509,7712,111866
8,479,1738,640160
8,475,3251,113000
8,486,1539,37640
8,492,2648,138280
8,497,1902,51400
8,487,9000,177000
8,493,2293,20480
8,496,1384,172933
8,484,1569,108320
8,505,2892,5047
8,494,10100,19586
8,491,341,70640
8,476,247,18900
8,489,1897,86360
8,482,1365,178216
8,499,1594,421680
8,481,1534,197850
8,42,1313,146200
8,513,2653,327680
8,508,1176,173666
8,488,6823,94800
9,524,3392,38333
9,529,2748,13200
9,503,1732,75966
9,522,3275,99350
9,526,37466,13500
9,528,1690,117500
9,519,95356,92866
9,525,1922,54400
9,523,10914,65566
9,527,13780,27800
10,137,1384,176800
10,580,1503,202166
10,608,15714,61000
10,539,23917,17566
10,566,2146,61478
10,547,14968,99766
10,536,3566,101400
10,542,1058,109666
10,568,127402,334850
10,591,65601,151180
10,552,38684,100200
10,540,667,34000
10,585,3218,177233
10,586,271428,243866
10,594,7873,149923
10,588,14216,30400
10,565,2452,82066
10,535,5603,69040
10,564,4110,18400
10,598,6050,7400
10,578,2769,105920
10,541,1725,515080
10,599,26862,127050
10,560,88910,167633
10,549,151343,151566
10,356,12015,30500
10,532,4842,147116
10,600,16458,33766
10,584,157039,156733
10,576,100432,80360
10,548,7437,220320
10,589,105439,102000
10,444,2720,12100
10,603,2351,35766
10,559,5133,47933
10,595,4398,665866
10,582,62481,55500
10,563,5196,67680
10,534,709,56600
10,610,7289,87300
10,414,3988,117400
10,538,3306,37333
