user_id,item_id,playing_time_ms,duration_ms
0,20,1075,156120
0,23,1100,248800
0,30,1146,206933
0,21,1050,149933
0,31,1098,87400
0,43,1412,26840
0,17,750,38200
0,44,1542,169433
0,34,1024,118993
0,29,1163,111233
0,14,1120,19866
0,19,2104,13933
0,16,947,41000
0,0,863,30066
0,57,1079,201440
0,3,1490,12000
0,2,1528,25266
0,10,1162,40633
0,27,1416,10388
0,22,1114,382566
0,11,1148,172000
0,39,1156,104916
0,25,1324,140720
0,1,1190,132433
0,13,1513,87366
0,24,1065,46000
0,7,1409,16966
0,56,1605,22900
0,59,1014,123350
0,38,1241,113933
0,58,686,65382
0,46,1148,215200
0,4,1419,169500
0,9,2142,37616
0,8,1287,150233
0,37,450,110800
0,28,994,14733
0,15,1486,94933
0,47,762,73016
0,41,753,17633
0,33,798,82700
0,6,1704,7600
1,75,3806,11666
1,81,1857,31206
1,69,24792,96466
1,66,6129,20500
1,80,2771,185560
1,67,2496,24650
1,79,1530,136766
1,63,1471,79350
1,71,1840,166850
1,60,2155,98731
1,64,3481,7450
1,62,1845,39280
1,61,2345,14800
1,77,4127,33533
1,74,2461,111716
2,96,3936,240533
2,106,3360,18400
2,111,689,89320
2,104,88100,90533
2,107,1666,156966
2,82,5809,7916
2,99,6045,66966
2,116,1638,127400
2,84,146853,326466
2,101,3344,253366
2,92,4889,201166
2,98,2453,84334
2,102,5914,9142
2,103,3239,146433
2,93,47796,40766
2,119,2079,197200
2,121,7252,231916
2,83,4617,105062
2,95,73829,155300
2,89,1867,15033
2,123,5949,36566
2,105,3024,24600
2,120,2111,18800
2,113,3781,29560
2,91,1554,11066
2,109,25540,234100
2,85,4185,121400
2,90,3540,117100
2,112,18141,14700
2,110,1831,404550
2,97,1474,30208
2,86,43207,35600
3,129,14313,35140
3,140,7191,67375
3,185,2070,82050
3,148,2718,141160
3,193,1268,7500
3,172,1697,243116
3,167,1207,71840
3,191,1354,11300
3,179,1701,19166
3,170,1704,115833
3,182,39659,119983
3,146,2618,166333
3,204,3158,111960
3,197,1213,10200
3,143,2458,115333
3,130,2795,10800
3,150,15452,6933
3,153,9135,9700
3,151,1480,283766
3,158,1987,17200
3,196,3419,421400
3,136,2400,71421
3,173,5244,8366
3,132,1547,173633
3,177,3941,182040
3,176,2482,223866
3,184,2743,221733
3,175,8192,10433
3,156,1445,253533
3,152,42257,178966
3,186,2021,16466
3,154,14904,54933
3,161,1842,238966
3,131,2271,190166
3,145,2772,431666
3,181,1344,114933
3,201,1239,145783
3,163,3464,15660
3,139,1585,119666
3,159,1358,227533
3,166,1250,73500
3,149,1093,60250
3,189,1195,73966
3,203,1651,471320
3,190,2207,240050
3,142,18236,14100
3,168,3177,177920
3,199,4918,50550
3,160,2133,89172
3,180,1204,70233
3,194,1561,29280
3,133,9614,66133
3,138,2361,191633
4,225,1863,297550
4,228,967,140466
4,235,2129,128533
4,226,1283,134920
4,236,3656,298166
4,248,2736,19866
4,222,2384,97850
4,249,2101,31633
4,239,1691,115720
4,234,1315,218433
4,219,1382,14500
4,224,2110,7966
4,221,2081,22566
4,205,1925,250700
4,260,5130,141133
4,208,1056,33933
4,207,1758,63000
4,215,1438,113300
4,232,1561,18950
4,227,1706,189866
4,216,956,250366
4,244,1340,13066
4,230,1263,88640
4,206,5685,161480
4,218,1222,139440
4,229,1211,22800
4,212,53,225800
4,254,1197,6766
4,262,1709,27266
4,243,1740,179450
4,261,3316,356080
4,251,1431,65233
4,209,249,162700
4,214,1178,17866
4,213,1122,77600
4,242,2024,80933
4,233,994,219700
4,220,955,118250
4,252,1537,89633
4,246,2136,13266
5,397,1184,186200
5,265,1549,8550
5,349,3870,178880
5,369,993,124683
5,389,9229,17040
5,286,13914,39506
5,379,1237,18700
5,362,3787,30300
5,399,2009,63983
5,404,5431,29100
5,336,273,115266
5,323,4096,154988
5,402,3889,150550
5,377,1267,147566
5,305,1360,23033
5,312,3760,104883
5,282,1279,118541
5,54,1431,15033
5,296,1237,68866
5,378,8051,114400
5,281,1798,287433
5,264,1033,134833
5,293,1406,138140
5,373,12829,78111
5,333,1422,50350
5,340,3268,117066
5,326,8996,68233
5,376,5574,82080
5,355,2734,46333
5,383,1368,97966
5,341,1081,32733
5,284,11691,17900
5,285,1976,76750
5,371,2596,24833
5,328,2316,89566
5,381,1528,13066
5,307,1556,193583
5,331,2860,251633
5,287,1558,20333
5,388,84054,115923
5,347,1594,304466
5,375,1746,48066
5,366,864,87440
5,346,1013,115233
5,343,1596,91100
5,289,14392,28500
5,314,3033,226500
5,364,15154,116166
5,390,1196,150233
5,290,4118,46966
5,385,2334,63033
5,325,1985,32875
5,353,1921,20480
5,295,2888,23266
