user_id,item_id,playing_time_ms,duration_ms
0,37,450,110800
0,28,994,14733
0,43,1412,26840
0,44,1542,169433
0,19,2104,13933
0,18,1533,134734
0,14,1120,19866
0,22,1114,382566
0,48,986,123333
0,5,1105,55533
0,57,1079,201440
0,33,798,82700
0,6,1704,7600
0,52,848,68400
0,13,1513,87366
0,53,1108,16033
0,41,753,17633
0,26,832,36733
0,31,1098,87400
0,3,1490,12000
0,47,762,73016
0,56,1605,22900
0,8,1287,150233
0,15,1486,94933
0,29,1163,111233
0,7,1409,16966
0,42,724,146200
0,39,1156,104916
0,38,1241,113933
0,20,1075,156120
0,55,690,213433
0,40,1623,91840
0,9,2142,37616
0,10,1162,40633
0,32,821,8833
0,24,1065,46000
0,12,986,31103
0,36,609,83133
0,59,1014,123350
0,50,1065,32150
0,54,927,15033
0,45,928,6966
1,81,1857,31206
1,72,1927,29000
1,68,1809,123866
1,65,66449,61166
1,66,6129,20500
1,71,1840,166850
1,70,16920,15250
1,73,1672,143866
1,61,2345,14800
1,69,24792,96466
1,78,1429,85733
1,63,1471,79350
1,80,2771,185560
1,67,2496,24650
1,75,3806,11666
2,88,1190,125040
2,116,1638,127400
2,114,1690,78766
2,95,73829,155300
2,96,3936,240533
2,115,1223,7900
2,100,27732,100450
2,121,7252,231916
2,104,88100,90533
2,87,32192,35016
2,120,2111,18800
2,124,3355,41041
2,89,1867,15033
2,101,3344,253366
2,106,3360,18400
2,90,3540,117100
2,123,5949,36566
2,102,5914,9142
2,113,3781,29560
2,91,1554,11066
2,108,1290,120533
2,92,4889,201166
2,119,2079,197200
2,97,1474,30208
2,94,41808,116933
2,111,689,89320
2,125,9627,88000
2,110,1831,404550
2,128,2072,163966
2,126,4068,36133
2,85,4185,121400
2,122,28262,27900
3,184,2743,221733
3,152,42257,178966
3,200,6693,47640
3,162,1890,150360
3,142,18236,14100
3,129,14313,35140
3,144,36854,173240
3,169,2664,120960
3,167,1207,71840
3,134,1560,312766
3,171,1284,57433
3,182,39659,119983
3,202,1496,75533
3,199,4918,50550
3,204,3158,111960
3,170,1704,115833
3,135,2912,82600
3,191,1354,11300
3,147,6768,13816
3,156,1445,253533
3,143,2458,115333
3,183,2509,253416
3,148,2718,141160
3,151,1480,283766
3,198,3690,168833
3,168,3177,177920
3,166,1250,73500
3,174,9365,14366
3,137,2061,176800
3,194,1561,29280
3,160,2133,89172
3,201,1239,145783
3,155,1932,88788
3,158,1987,17200
3,190,2207,240050
3,172,1697,243116
3,132,1547,173633
3,175,8192,10433
3,149,1093,60250
3,136,2400,71421
3,173,5244,8366
3,157,8561,169800
3,181,1344,114933
3,185,2070,82050
3,138,2361,191633
3,139,1585,119666
3,161,1842,238966
3,186,2021,16466
3,153,9135,9700
3,141,1092,88033
3,177,3941,182040
3,165,2878,192280
3,133,9614,66133
4,219,1382,14500
4,247,1072,81633
4,246,2136,13266
4,227,1706,189866
4,257,2815,31500
4,255,1454,72333
4,242,2024,80933
4,224,2110,7966
4,218,1222,139440
4,210,3795,660766
4,238,1371,25183
4,211,4767,68333
4,223,1588,68366
4,259,3067,164150
4,244,1340,13066
4,253,12550,132566
4,236,3656,298166
4,208,1056,33933
4,250,1334,37266
4,213,1122,77600
4,220,955,118250
4,231,935,89366
4,212,53,225800
4,234,1315,218433
4,245,1862,100500
4,241,1473,145466
4,225,1863,297550
4,252,1537,89633
4,243,1740,179450
4,214,1178,17866
4,258,2428,6600
4,233,994,219700
4,215,1438,113300
4,237,1557,157360
4,229,1211,22800
4,217,1452,106160
4,262,1709,27266
4,249,2101,31633
4,260,5130,141133
4,248,2736,19866
5,306,1802,265164
5,311,4703,237333
5,357,14639,114400
5,395,1517,127383
5,323,4096,154988
5,386,4176,53950
5,360,5669,10800
5,363,4139,26333
5,318,1373,16541
5,298,1183,79733
5,316,2885,152560
5,355,2734,46333
5,291,6282,29366
5,354,1375,13933
5,332,4523,80033
5,274,1813,8733
5,264,1033,134833
5,346,1013,115233
5,339,10063,78833
5,265,1549,8550
5,300,1557,315699
5,342,2393,494777
5,282,1279,118541
5,393,5379,179600
5,326,8996,68233
5,273,1657,86466
5,368,2396,234066
5,378,8051,114400
5,278,1171,66900
5,275,1873,34900
5,299,2724,184920
5,353,1921,20480
5,317,2055,145480
5,396,3427,211100
5,331,2860,251633
5,285,1976,76750
5,315,1427,294233
5,341,1081,32733
5,338,1588,89833
5,329,1598,21100
5,362,3787,30300
5,394,1268,34066
5,366,864,87440
